,Period,Team,Type,Scorer,Assist1,Assist2,Season Goal Number,Time in Game,Time in Period,Home Team,Date,Game Goal Number,Team Goal Number,Seconds,Winner,HomeGoal,AwayGoal,Impact,Season
2423,2,NYI,,Johnny Boychuk , Nick Leddy,Mathew Barzal,1,00:29:46,00:09:46,NYI,2017-11-05,6,5,1786.0,NYI,5.0,1.0,Insurance Goal,2018
2424,2,COL,,Gabriel Landeskog , Nathan MacKinnon,Tyson Barrie,5,00:33:02,00:13:02,NYI,2017-11-05,7,2,1982.0,NYI,5.0,2.0,Lead Shrink,2018
2425,3,NYI,,Jordan Eberle , Mathew Barzal,Scott Mayfield,4,00:41:23,00:01:23,NYI,2017-11-05,8,6,2483.0,NYI,6.0,2.0,Insurance Goal,2018
2426,3,COL,,Alexander Kerfoot , Sven Andrighetto,Tyson Barrie,4,00:59:30,00:19:30,NYI,2017-11-05,9,3,3570.0,NYI,6.0,3.0,Lead Shrink,2018
2427,3,COL,,Alexander Kerfoot , Sven Andrighetto,,5,00:59:51,00:19:51,NYI,2017-11-05,10,4,3591.0,NYI,6.0,4.0,Lead Shrink,2018
2428,1,COL,PP,Nail Yakupov , Alexander Kerfoot,Colin Wilson,5,00:08:16,00:08:16,COL,2017-11-10,1,1,496.0,OTT,1.0,0.0,Go-Ahead Goal,2018
2429,1,OTT,,Fredrik Claesson , Mike Hoffman,Erik Karlsson,1,00:08:36,00:08:36,COL,2017-11-10,2,1,516.0,OTT,1.0,1.0,Tie,2018
2430,1,OTT,,Mark Stone , Johnny Oduya,Chris Wideman,10,00:15:10,00:15:10,COL,2017-11-10,3,2,910.0,OTT,1.0,2.0,Go-Ahead Goal,2018
2431,2,COL,,Alexander Kerfoot , Blake Comeau,Samuel Girard,6,00:29:41,00:09:41,COL,2017-11-10,4,2,1781.0,OTT,2.0,2.0,Tie,2018
2432,2,OTT,,Christopher Didomenico , Dion Phaneuf,Tom Pyatt,3,00:33:21,00:13:21,COL,2017-11-10,5,3,2001.0,OTT,2.0,3.0,Go-Ahead Goal,2018
2433,3,COL,,Nathan MacKinnon , Mikko Rantanen,Gabriel Landeskog,5,00:52:53,00:12:53,COL,2017-11-10,6,3,3173.0,OTT,3.0,3.0,Tie,2018
2434,1,OTT,,Mark Stone , Derick Brassard,Erik Karlsson,11,00:00:59,00:00:59,COL,2017-11-10,7,4,59.0,OTT,3.0,4.0,Go-Ahead Goal,2018
2435,1,COL,SH,Blake Comeau , Mark Barberio,Erik Johnson,4,00:13:13,00:13:13,OTT,2017-11-11,1,1,793.0,OTT,0.0,1.0,Go-Ahead Goal,2018
2436,2,OTT,PP,Mike Hoffman , Derick Brassard,Erik Karlsson,5,00:20:12,00:00:12,OTT,2017-11-11,2,1,1212.0,OTT,1.0,1.0,Tie,2018
2437,2,COL,PP,Alexander Kerfoot , Erik Johnson,Sven Andrighetto,7,00:28:34,00:08:34,OTT,2017-11-11,3,2,1714.0,OTT,1.0,2.0,Go-Ahead Goal,2018
2438,2,OTT,,Mark Stone , Erik Karlsson,,12,00:29:16,00:09:16,OTT,2017-11-11,4,2,1756.0,OTT,2.0,2.0,Tie,2018
2439,2,COL,,Sven Andrighetto , Alexander Kerfoot,,5,00:30:36,00:10:36,OTT,2017-11-11,5,3,1836.0,OTT,2.0,3.0,Go-Ahead Goal,2018
2440,3,OTT,,Johnny Oduya , Nate Thompson,Jean-Gabriel Pageau,2,00:47:01,00:07:01,OTT,2017-11-11,6,3,2821.0,OTT,3.0,3.0,Tie,2018
2441,3,OTT,PP,Mike Hoffman ,,,6,00:53:23,00:13:23,OTT,2017-11-11,7,4,3203.0,OTT,4.0,3.0,Go-Ahead Goal,2018
2442,1,COL,,Gabriel Landeskog , Nathan MacKinnon,,6,00:00:17,00:00:17,COL,2017-11-16,1,1,17.0,COL,1.0,0.0,Go-Ahead Goal,2018
2443,1,COL,,Nathan MacKinnon , Samuel Girard,Mikko Rantanen,6,00:19:53,00:19:53,COL,2017-11-16,2,2,1193.0,COL,2.0,0.0,Insurance Goal,2018
2444,2,COL,,Colin Wilson , Nathan MacKinnon,Mikko Rantanen,1,00:32:25,00:12:25,COL,2017-11-16,3,3,1945.0,COL,3.0,0.0,Insurance Goal,2018
2445,2,WSH,,Brett Connolly , Tom Wilson,,2,00:38:36,00:18:36,COL,2017-11-16,4,1,2316.0,COL,3.0,1.0,Lead Shrink,2018
2446,3,COL,,Gabriel Landeskog ,,,7,00:44:59,00:04:59,COL,2017-11-16,5,4,2699.0,COL,4.0,1.0,Insurance Goal,2018
2447,3,COL,PP,Mikko Rantanen , Carl Soderberg,Nathan MacKinnon,6,00:49:01,00:09:01,COL,2017-11-16,6,5,2941.0,COL,5.0,1.0,Insurance Goal,2018
2448,3,WSH,PP,Evgeny Kuznetsov , T.J. Oshie,John Carlson,4,00:53:11,00:13:11,COL,2017-11-16,7,2,3191.0,COL,5.0,2.0,Lead Shrink,2018
2449,3,COL,PP,Gabriel Landeskog , Nathan MacKinnon,Mikko Rantanen,8,00:59:34,00:19:34,COL,2017-11-16,8,6,3574.0,COL,6.0,2.0,Insurance Goal,2018
2457,1,DET,,Justin Abdelkader , Dylan Larkin,,4,00:14:01,00:14:01,DET,2017-11-19,1,1,841.0,COL,1.0,0.0,Go-Ahead Goal,2018
2458,1,COL,,Erik Johnson , Tyson Barrie,Dominic Toninato,1,00:19:44,00:19:44,DET,2017-11-19,2,1,1184.0,COL,1.0,1.0,Tie,2018
2459,2,DET,,Andreas Athanasiou , Tomas Tatar,,5,00:39:03,00:19:03,DET,2017-11-19,3,2,2343.0,COL,2.0,1.0,Go-Ahead Goal,2018
2460,3,DET,PP,Niklas Kronwall , Gustav Nyquist,Justin Abdelkader,1,00:51:07,00:11:07,DET,2017-11-19,4,3,3067.0,COL,3.0,1.0,Insurance Goal,2018
2461,3,COL,PP,Nail Yakupov , Colin Wilson,Erik Johnson,6,00:53:45,00:13:45,DET,2017-11-19,5,2,3225.0,COL,3.0,2.0,Go-Ahead Goal,2018
2462,3,COL,,Carl Soderberg , Nathan MacKinnon,Tyson Barrie,3,00:59:14,00:19:14,DET,2017-11-19,6,3,3554.0,COL,3.0,3.0,Tie,2018
2463,1,COL,,Nathan MacKinnon , Gabriel Landeskog,,7,00:02:55,00:02:55,DET,2017-11-19,7,4,175.0,COL,3.0,4.0,Go-Ahead Goal,2018
2467,1,MIN,,Jason Zucker , Eric Staal,Mike Reilly,12,00:01:13,00:01:13,MIN,2017-11-24,1,1,73.0,Shootout,1.0,0.0,Go-Ahead Goal,2018
2468,1,COL,SH,J.T. Compher , Gabriel Landeskog,,3,00:10:23,00:10:23,MIN,2017-11-24,2,1,623.0,Shootout,1.0,1.0,Tie,2018
2469,1,COL,,Blake Comeau , Carl Soderberg,Tyson Barrie,5,00:15:54,00:15:54,MIN,2017-11-24,3,2,954.0,Shootout,1.0,2.0,Go-Ahead Goal,2018
2470,2,MIN,PP,Nino Niederreiter , Mikko Koivu,Mikael Granlund,9,00:25:02,00:05:02,MIN,2017-11-24,4,2,1502.0,Shootout,2.0,2.0,Tie,2018
2471,1,CGY,PP,Dougie Hamilton , Matthew Tkachuk,Mikael Backlund,3,00:17:23,00:17:23,COL,2017-11-25,1,1,1043.0,CGY,0.0,1.0,Go-Ahead Goal,2018
2472,2,COL,PP,Mikko Rantanen , Nathan MacKinnon,,7,00:34:32,00:14:32,COL,2017-11-25,2,1,2072.0,CGY,1.0,1.0,Tie,2018
2473,2,CGY,,Micheal Ferland , Sean Monahan,,10,00:39:09,00:19:09,COL,2017-11-25,3,2,2349.0,CGY,1.0,2.0,Go-Ahead Goal,2018
2474,2,CGY,,Mikael Backlund , Travis Hamonic,Michael Frolik,6,00:39:31,00:19:31,COL,2017-11-25,4,3,2371.0,CGY,1.0,3.0,Insurance Goal,2018
2475,3,COL,,Nikita Zadorov , Mark Barberio,,2,00:57:06,00:17:06,COL,2017-11-25,5,2,3426.0,CGY,2.0,3.0,Go-Ahead Goal,2018
2481,2,NJD,,Jesper Bratt ,,,8,00:33:58,00:13:58,COL,2017-12-01,1,1,2038.0,NJD,0.0,1.0,Go-Ahead Goal,2018
2482,2,COL,PP,J.T. Compher , Alexander Kerfoot,Tyson Barrie,4,00:37:11,00:17:11,COL,2017-12-01,2,1,2231.0,NJD,1.0,1.0,Tie,2018
2483,3,NJD,PP,Brian Boyle , Taylor Hall,Jesper Bratt,4,00:46:11,00:06:11,COL,2017-12-01,3,2,2771.0,NJD,1.0,2.0,Go-Ahead Goal,2018
2493,2,BUF,SH,Benoit Pouliot , Ryan O'Reilly,,7,00:25:32,00:05:32,COL,2017-12-05,1,1,1532.0,BUF,0.0,1.0,Go-Ahead Goal,2018
2494,2,COL,PP,Nathan MacKinnon , Alexander Kerfoot,Mikko Rantanen,9,00:32:22,00:12:22,COL,2017-12-05,2,1,1942.0,BUF,1.0,1.0,Tie,2018
2495,2,BUF,,Jake McCabe , Benoit Pouliot,Johan Larsson,1,00:38:59,00:18:59,COL,2017-12-05,3,2,2339.0,BUF,1.0,2.0,Go-Ahead Goal,2018
2496,3,COL,PP,Nathan MacKinnon , Tyson Barrie,Alexander Kerfoot,10,00:49:58,00:09:58,COL,2017-12-05,4,2,2998.0,BUF,2.0,2.0,Tie,2018
2497,3,BUF,,Evander Kane , Jack Eichel,Jake McCabe,13,00:51:54,00:11:54,COL,2017-12-05,5,3,3114.0,BUF,2.0,3.0,Go-Ahead Goal,2018
2498,3,BUF,EN,Jack Eichel , Ryan O'Reilly,,8,00:59:27,00:19:27,COL,2017-12-05,6,4,3567.0,BUF,2.0,4.0,Insurance Goal,2018
2499,1,COL,,Gabriel Landeskog , Nathan MacKinnon,,10,00:01:21,00:01:21,TBL,2017-12-07,1,1,81.0,TBL,0.0,1.0,Go-Ahead Goal,2018
2500,1,TBL,,Steven Stamkos , Vladislav Namestnikov,Tyler Johnson,12,00:01:46,00:01:46,TBL,2017-12-07,2,1,106.0,TBL,1.0,1.0,Tie,2018
2501,1,TBL,,Chris Kunitz , Dan Girardi,Cedric Paquette,5,00:13:36,00:13:36,TBL,2017-12-07,3,2,816.0,TBL,2.0,1.0,Go-Ahead Goal,2018
2502,1,COL,,Erik Johnson , Sven Andrighetto,,3,00:18:22,00:18:22,TBL,2017-12-07,4,2,1102.0,TBL,2.0,2.0,Tie,2018
2503,2,TBL,,Vladislav Namestnikov , Tyler Johnson,Steven Stamkos,12,00:28:09,00:08:09,TBL,2017-12-07,5,3,1689.0,TBL,3.0,2.0,Go-Ahead Goal,2018
2504,3,TBL,PP,Alex Killorn , Steven Stamkos,Vladislav Namestnikov,3,00:44:57,00:04:57,TBL,2017-12-07,6,4,2697.0,TBL,4.0,2.0,Insurance Goal,2018
2505,3,TBL,SHEN,Brayden Point , Yanni Gourde,Dan Girardi,11,00:56:41,00:16:41,TBL,2017-12-07,7,5,3401.0,TBL,5.0,2.0,Insurance Goal,2018
2506,1,COL,,Mikko Rantanen , Mark Barberio,Gabriel Landeskog,9,00:10:56,00:10:56,FLA,2017-12-09,1,1,656.0,COL,0.0,1.0,Go-Ahead Goal,2018
2507,1,FLA,,Aaron Ekblad , Jonathan Huberdeau,Keith Yandle,6,00:19:57,00:19:57,FLA,2017-12-09,2,1,1197.0,COL,1.0,1.0,Tie,2018
2508,2,FLA,,Denis Malgin , Jamie McGinn,Jared McCann,4,00:24:51,00:04:51,FLA,2017-12-09,3,2,1491.0,COL,2.0,1.0,Go-Ahead Goal,2018
2509,2,COL,,Nathan MacKinnon , J.T. Compher,Patrik Nemeth,11,00:31:26,00:11:26,FLA,2017-12-09,4,2,1886.0,COL,2.0,2.0,Tie,2018
2510,2,COL,,Alexander Kerfoot , Tyson Barrie,Mikko Rantanen,9,00:32:07,00:12:07,FLA,2017-12-09,5,3,1927.0,COL,2.0,3.0,Go-Ahead Goal,2018
2511,3,COL,,Erik Johnson , Matthew Nieto,,4,00:51:59,00:11:59,FLA,2017-12-09,6,4,3119.0,COL,2.0,4.0,Insurance Goal,2018
2512,3,COL,,Colin Wilson , J.T. Compher,Sven Andrighetto,2,00:53:42,00:13:42,FLA,2017-12-09,7,5,3222.0,COL,2.0,5.0,Insurance Goal,2018
2513,3,FLA,,Jonathan Huberdeau , Keith Yandle,Vincent Trocheck,9,00:54:15,00:14:15,FLA,2017-12-09,8,3,3255.0,COL,3.0,5.0,Lead Shrink,2018
2514,3,COL,EN,Matthew Nieto , Blake Comeau,Carl Soderberg,4,00:55:59,00:15:59,FLA,2017-12-09,9,6,3359.0,COL,3.0,6.0,Insurance Goal,2018
2515,3,COL,EN,Carl Soderberg , Blake Comeau,Matthew Nieto,4,00:57:40,00:17:40,FLA,2017-12-09,10,7,3460.0,COL,3.0,7.0,Insurance Goal,2018
2516,3,COL,,Mark Barberio ,,,2,00:46:17,00:06:17,PIT,2017-12-11,1,1,2777.0,COL,0.0,1.0,Go-Ahead Goal,2018
2517,3,COL,EN,Blake Comeau , Erik Johnson,,7,00:58:31,00:18:31,PIT,2017-12-11,2,2,3511.0,COL,0.0,2.0,Insurance Goal,2018
2518,3,PIT,,Phil Kessel , Evgeni Malkin,Jake Guentzel,15,00:59:48,00:19:48,PIT,2017-12-11,3,1,3588.0,COL,1.0,2.0,Go-Ahead Goal,2018
2519,1,WSH,,Jakub Vrana , Evgeny Kuznetsov,Madison Bowey,9,00:05:25,00:05:25,WSH,2017-12-12,1,1,325.0,WSH,1.0,0.0,Go-Ahead Goal,2018
2520,2,COL,,Colin Wilson , Matthew Nieto,Mark Barberio,3,00:24:13,00:04:13,WSH,2017-12-12,2,1,1453.0,WSH,1.0,1.0,Tie,2018
2521,2,WSH,,John Carlson ,,,3,00:37:42,00:17:42,WSH,2017-12-12,3,2,2262.0,WSH,2.0,1.0,Go-Ahead Goal,2018
2522,3,WSH,,Brett Connolly , Madison Bowey,Evgeny Kuznetsov,6,00:45:15,00:05:15,WSH,2017-12-12,4,3,2715.0,WSH,3.0,1.0,Insurance Goal,2018
2523,3,WSH,,Matt Niskanen , Evgeny Kuznetsov,Andre Burakovsky,2,00:56:19,00:16:19,WSH,2017-12-12,5,4,3379.0,WSH,4.0,1.0,Insurance Goal,2018
2524,3,COL,,Tyson Jost , Mikko Rantanen,Carl Soderberg,2,00:58:57,00:18:57,WSH,2017-12-12,6,2,3537.0,WSH,4.0,2.0,Lead Shrink,2018
2525,3,WSH,EN,Devante Smith-Pelly , Chandler Stephenson,Jay Beagle,5,00:59:15,00:19:15,WSH,2017-12-12,7,5,3555.0,WSH,5.0,2.0,Insurance Goal,2018
2526,2,COL,,Nathan MacKinnon , Tyson Barrie,Tyson Jost,12,00:23:15,00:03:15,COL,2017-12-14,1,1,1395.0,COL,1.0,0.0,Go-Ahead Goal,2018
2527,2,FLA,SH,Aleksander Barkov , Jared McCann,,11,00:30:27,00:10:27,COL,2017-12-14,2,1,1827.0,COL,1.0,1.0,Tie,2018
2528,3,COL,,Nathan MacKinnon , Mark Barberio,Mikko Rantanen,13,00:46:44,00:06:44,COL,2017-12-14,3,2,2804.0,COL,2.0,1.0,Go-Ahead Goal,2018
2529,2,TBL,,Nikita Kucherov , Victor Hedman,Yanni Gourde,23,00:29:11,00:09:11,COL,2017-12-16,1,1,1751.0,TBL,0.0,1.0,Go-Ahead Goal,2018
2530,2,TBL,,Anton Stralman , Tyler Johnson,Mikhail Sergachev,3,00:29:30,00:09:30,COL,2017-12-16,2,2,1770.0,TBL,0.0,2.0,Insurance Goal,2018
2531,2,TBL,,Victor Hedman , Nikita Kucherov,Jake Dotchin,3,00:31:22,00:11:22,COL,2017-12-16,3,3,1882.0,TBL,0.0,3.0,Insurance Goal,2018
2532,2,TBL,,Yanni Gourde , Alex Killorn,Cory Conacher,10,00:33:21,00:13:21,COL,2017-12-16,4,4,2001.0,TBL,0.0,4.0,Insurance Goal,2018
2533,2,COL,,Gabriel Landeskog , Nail Yakupov,Nikita Zadorov,11,00:34:16,00:14:16,COL,2017-12-16,5,1,2056.0,TBL,1.0,4.0,Lead Shrink,2018
2534,3,TBL,,Anton Stralman , Yanni Gourde,Brayden Point,4,00:42:29,00:02:29,COL,2017-12-16,6,5,2549.0,TBL,1.0,5.0,Insurance Goal,2018
2535,3,COL,,Gabriel Landeskog , Tyson Barrie,Nathan MacKinnon,12,00:44:58,00:04:58,COL,2017-12-16,7,2,2698.0,TBL,2.0,5.0,Lead Shrink,2018
2536,3,COL,PP,Gabriel Landeskog , Tyson Barrie,Mikko Rantanen,13,00:47:17,00:07:17,COL,2017-12-16,8,3,2837.0,TBL,3.0,5.0,Lead Shrink,2018
2537,3,COL,PP,Nathan MacKinnon , Tyson Barrie,Gabriel Landeskog,14,00:49:22,00:09:22,COL,2017-12-16,9,4,2962.0,TBL,4.0,5.0,Go-Ahead Goal,2018
2538,3,TBL,,Mikhail Sergachev , Ondrej Palat,Anton Stralman,8,00:51:32,00:11:32,COL,2017-12-16,10,6,3092.0,TBL,4.0,6.0,Insurance Goal,2018
2539,3,COL,,Nathan MacKinnon , Nikita Zadorov,Gabriel Landeskog,15,00:54:14,00:14:14,COL,2017-12-16,11,5,3254.0,TBL,5.0,6.0,Go-Ahead Goal,2018
2540,1,COL,,Tyson Barrie , Matthew Nieto,,3,00:05:04,00:05:04,COL,2017-12-18,1,1,304.0,COL,1.0,0.0,Go-Ahead Goal,2018
2541,1,PIT,,Chad Ruhwedel , Carter Rowney,,1,00:10:39,00:10:39,COL,2017-12-18,2,1,639.0,COL,1.0,1.0,Tie,2018
2542,2,COL,PP,Tyson Barrie , Mikko Rantanen,Sven Andrighetto,4,00:25:56,00:05:56,COL,2017-12-18,3,2,1556.0,COL,2.0,1.0,Go-Ahead Goal,2018
2543,2,COL,,J.T. Compher , Sven Andrighetto,,5,00:38:20,00:18:20,COL,2017-12-18,4,3,2300.0,COL,3.0,1.0,Insurance Goal,2018
2544,3,PIT,,Evgeni Malkin , Ian Cole,Chad Ruhwedel,11,00:41:25,00:01:25,COL,2017-12-18,5,2,2485.0,COL,3.0,2.0,Go-Ahead Goal,2018
2545,3,COL,EN,Mikko Rantanen , Nathan MacKinnon,Gabriel Landeskog,10,00:58:27,00:18:27,COL,2017-12-18,6,4,3507.0,COL,4.0,2.0,Insurance Goal,2018
2546,2,COL,,Gabriel Landeskog , Nathan MacKinnon,Mikko Rantanen,14,00:31:14,00:11:14,LAK,2017-12-21,1,1,1874.0,LAK,0.0,1.0,Go-Ahead Goal,2018
2547,3,LAK,,Alec Martinez , Torrey Mitchell,Andy Andreoff,4,00:50:36,00:10:36,LAK,2017-12-21,2,1,3036.0,LAK,1.0,1.0,Tie,2018
2548,OT1,LAK,,Dustin Brown , Drew Doughty,Anze Kopitar,13,01:00:44,00:00:44,LAK,2017-12-21,3,2,3644.0,LAK,2.0,1.0,Go-Ahead Goal,2018
2549,2,COL,,Carl Soderberg , Matthew Nieto,Patrik Nemeth,5,00:30:20,00:10:20,ARI,2017-12-23,1,1,1820.0,COL,0.0,1.0,Go-Ahead Goal,2018
2550,2,COL,PP,J.T. Compher , Nikita Zadorov,Alexander Kerfoot,6,00:31:36,00:11:36,ARI,2017-12-23,2,2,1896.0,COL,0.0,2.0,Insurance Goal,2018
2551,2,COL,PP,Nail Yakupov , Mark Barberio,,8,00:33:26,00:13:26,ARI,2017-12-23,3,3,2006.0,COL,0.0,3.0,Insurance Goal,2018
2552,2,COL,,Matthew Nieto , Blake Comeau,Alexander Kerfoot,5,00:34:06,00:14:06,ARI,2017-12-23,4,4,2046.0,COL,0.0,4.0,Insurance Goal,2018
2553,2,ARI,SH,Derek Stepan , Clayton Keller,,7,00:38:12,00:18:12,ARI,2017-12-23,5,1,2292.0,COL,1.0,4.0,Lead Shrink,2018
2554,3,ARI,SH,Derek Stepan , Jordan Martinook,,8,00:48:08,00:08:08,ARI,2017-12-23,6,2,2888.0,COL,2.0,4.0,Lead Shrink,2018
2555,3,COL,PP,Sven Andrighetto , Tyson Jost,Colin Wilson,6,00:48:37,00:08:37,ARI,2017-12-23,7,5,2917.0,COL,2.0,5.0,Insurance Goal,2018
2556,3,COL,,Carl Soderberg , Mikko Rantanen,Mark Barberio,6,00:53:31,00:13:31,ARI,2017-12-23,8,6,3211.0,COL,2.0,6.0,Insurance Goal,2018
2557,1,ARI,,Tobias Rieder , Brendan Perlini,Jakob Chychrun,6,00:00:54,00:00:54,COL,2017-12-27,1,1,54.0,ARI,0.0,1.0,Go-Ahead Goal,2018
2558,1,COL,,Mikko Rantanen , Erik Johnson,Gabriel Landeskog,11,00:03:56,00:03:56,COL,2017-12-27,2,1,236.0,ARI,1.0,1.0,Tie,2018
2559,2,ARI,,Alex Goligoski , Clayton Keller,,4,00:30:34,00:10:34,COL,2017-12-27,3,2,1834.0,ARI,1.0,2.0,Go-Ahead Goal,2018
2560,3,ARI,,Lawson Crouse , Josh Archibald,,1,00:55:35,00:15:35,COL,2017-12-27,4,3,3335.0,ARI,1.0,3.0,Insurance Goal,2018
2561,1,COL,,Nathan MacKinnon , Gabriel Landeskog,,16,00:11:24,00:11:24,COL,2017-12-29,1,1,684.0,COL,1.0,0.0,Go-Ahead Goal,2018
2562,1,TOR,,Matt Martin , Josh Leivo,Roman Polak,3,00:14:55,00:14:55,COL,2017-12-29,2,1,895.0,COL,1.0,1.0,Tie,2018
2563,2,COL,,Mikko Rantanen , Nathan MacKinnon,Nikita Zadorov,12,00:30:29,00:10:29,COL,2017-12-29,3,2,1829.0,COL,2.0,1.0,Go-Ahead Goal,2018
2564,2,TOR,,Roman Polak , Andreas Borgman,Patrick Marleau,2,00:34:04,00:14:04,COL,2017-12-29,4,2,2044.0,COL,2.0,2.0,Tie,2018
2565,3,COL,,Alexander Kerfoot , Nikita Zadorov,Nathan MacKinnon,10,00:44:34,00:04:34,COL,2017-12-29,5,3,2674.0,COL,3.0,2.0,Go-Ahead Goal,2018
2566,3,TOR,,James van Riemsdyk , Morgan Rielly,Jake Gardiner,17,00:58:05,00:18:05,COL,2017-12-29,6,3,3485.0,COL,3.0,3.0,Tie,2018
2567,1,COL,PP,J.T. Compher , Samuel Girard,Carl Soderberg,7,00:03:25,00:03:25,COL,2017-12-29,7,4,205.0,COL,4.0,3.0,Go-Ahead Goal,2018
2568,1,COL,,Patrik Nemeth , Alexander Kerfoot,Sven Andrighetto,2,00:09:31,00:09:31,COL,2017-12-31,1,1,571.0,COL,1.0,0.0,Go-Ahead Goal,2018
2569,2,COL,,Matthew Nieto , Carl Soderberg,Blake Comeau,6,00:25:25,00:05:25,COL,2017-12-31,2,2,1525.0,COL,2.0,0.0,Insurance Goal,2018
2570,2,COL,,Carl Soderberg , Colin Wilson,Erik Johnson,7,00:32:30,00:12:30,COL,2017-12-31,3,3,1950.0,COL,3.0,0.0,Insurance Goal,2018
2571,2,COL,PP,Gabriel Landeskog , Nathan MacKinnon,Samuel Girard,15,00:36:35,00:16:35,COL,2017-12-31,4,4,2195.0,COL,4.0,0.0,Insurance Goal,2018
2572,2,COL,PP,Gabriel Landeskog , Nathan MacKinnon,Samuel Girard,16,00:38:24,00:18:24,COL,2017-12-31,5,5,2304.0,COL,5.0,0.0,Insurance Goal,2018
2573,3,NYI,,Josh Bailey , Brock Nelson,Scott Mayfield,12,00:52:24,00:12:24,COL,2017-12-31,6,1,3144.0,COL,5.0,1.0,Lead Shrink,2018
2574,3,COL,,Erik Johnson , Gabriel Landeskog,Nathan MacKinnon,5,00:53:04,00:13:04,COL,2017-12-31,7,6,3184.0,COL,6.0,1.0,Insurance Goal,2018
2580,2,COL,PP,Mikko Rantanen , Tyson Jost,Samuel Girard,14,00:32:48,00:12:48,COL,2018-01-04,1,1,1968.0,COL,1.0,0.0,Go-Ahead Goal,2018
2581,3,COL,,Matthew Nieto , Nathan MacKinnon,Mikko Rantanen,7,00:58:25,00:18:25,COL,2018-01-04,2,2,3505.0,COL,2.0,0.0,Insurance Goal,2018
2582,1,COL,,Gabriel Bourque , Colin Wilson,Tyson Jost,1,00:07:38,00:07:38,COL,2018-01-06,1,1,458.0,COL,1.0,0.0,Go-Ahead Goal,2018
2583,1,COL,,Patrik Nemeth , Nathan MacKinnon,Mikko Rantanen,3,00:18:16,00:18:16,COL,2018-01-06,2,2,1096.0,COL,2.0,0.0,Insurance Goal,2018
2584,1,MIN,,Eric Staal , Jonas Brodin,Jason Zucker,18,00:19:27,00:19:27,COL,2018-01-06,3,1,1167.0,COL,2.0,1.0,Go-Ahead Goal,2018
2585,2,COL,PP,Carl Soderberg , Alexander Kerfoot,,8,00:28:03,00:08:03,COL,2018-01-06,4,3,1683.0,COL,3.0,1.0,Insurance Goal,2018
2586,2,COL,,Mikko Rantanen , Gabriel Landeskog,Nathan MacKinnon,15,00:36:19,00:16:19,COL,2018-01-06,5,4,2179.0,COL,4.0,1.0,Insurance Goal,2018
2587,2,MIN,PP,Eric Staal , Jason Zucker,Ryan Suter,19,00:39:22,00:19:22,COL,2018-01-06,6,2,2362.0,COL,4.0,2.0,Lead Shrink,2018
2588,3,COL,PP,Carl Soderberg , Nail Yakupov,Alexander Kerfoot,9,00:45:13,00:05:13,COL,2018-01-06,7,5,2713.0,COL,5.0,2.0,Insurance Goal,2018
2589,3,COL,PP,Nathan MacKinnon , Samuel Girard,Mikko Rantanen,18,00:47:17,00:07:17,COL,2018-01-06,8,6,2837.0,COL,6.0,2.0,Insurance Goal,2018
2590,3,COL,,Tyson Jost , Colin Wilson,Gabriel Bourque,3,00:57:46,00:17:46,COL,2018-01-06,9,7,3466.0,COL,7.0,2.0,Insurance Goal,2018
2596,1,COL,,Matthew Nieto , Blake Comeau,Carl Soderberg,8,00:09:16,00:09:16,COL,2018-01-15,1,1,556.0,COL,1.0,0.0,Go-Ahead Goal,2018
2597,2,COL,,Nathan MacKinnon , Gabriel Landeskog,,20,00:29:39,00:09:39,COL,2018-01-15,2,2,1779.0,COL,2.0,0.0,Insurance Goal,2018
2598,2,ANA,,Chris Wagner , Josh Manson,J.T. Brown,5,00:32:55,00:12:55,COL,2018-01-15,3,1,1975.0,COL,2.0,1.0,Go-Ahead Goal,2018
2599,2,COL,PP,Colin Wilson , Alexander Kerfoot,Erik Johnson,4,00:39:40,00:19:40,COL,2018-01-15,4,3,2380.0,COL,3.0,1.0,Insurance Goal,2018
2600,1,COL,,Nathan MacKinnon , Mikko Rantanen,Gabriel Landeskog,21,00:07:03,00:07:03,COL,2018-01-18,1,1,423.0,COL,1.0,0.0,Go-Ahead Goal,2018
2601,1,COL,PP,Nathan MacKinnon , Samuel Girard,Mikko Rantanen,22,00:08:01,00:08:01,COL,2018-01-18,2,2,481.0,COL,2.0,0.0,Insurance Goal,2018
2602,1,COL,,Carl Soderberg , Matthew Nieto,Blake Comeau,10,00:18:14,00:18:14,COL,2018-01-18,3,3,1094.0,COL,3.0,0.0,Insurance Goal,2018
2603,2,COL,,Mikko Rantanen , Nathan MacKinnon,Mark Barberio,16,00:21:34,00:01:34,COL,2018-01-18,4,4,1294.0,COL,4.0,0.0,Insurance Goal,2018
2604,2,SJS,,Timo Meier , Kevin Labanc,Marc-Edouard Vlasic,9,00:29:44,00:09:44,COL,2018-01-18,5,1,1784.0,COL,4.0,1.0,Lead Shrink,2018
2605,3,SJS,,Marc-Edouard Vlasic , Tomas Hertl,Kevin Labanc,6,00:40:29,00:00:29,COL,2018-01-18,6,2,2429.0,COL,4.0,2.0,Lead Shrink,2018
2606,3,SJS,,Joe Thornton , Brent Burns,Joe Pavelski,12,00:44:53,00:04:53,COL,2018-01-18,7,3,2693.0,COL,4.0,3.0,Go-Ahead Goal,2018
2607,3,COL,,Matthew Nieto , Blake Comeau,,9,00:56:46,00:16:46,COL,2018-01-18,8,5,3406.0,COL,5.0,3.0,Insurance Goal,2018
