,Period,Team,Type,Scorer,Assist1,Assist2,Season Goal Number,Time in Game,Time in Period,Home Team,Date,Game Goal Number,Team Goal Number,Seconds,Winner,HomeGoal,AwayGoal,Impact,Season
1309,2,PHI,,Claude Giroux , Valtteri Filppula,Wayne Simmonds,24,00:25:40,00:05:40,PHI,2018-03-10,1,1,1540.0,PHI,1.0,0.0,Go-Ahead Goal,2018
1310,2,PHI,,Andrew MacDonald , Nolan Patrick,Jakub Voracek,5,00:28:01,00:08:01,PHI,2018-03-10,2,2,1681.0,PHI,2.0,0.0,Insurance Goal,2018
1311,3,WPG,PP,Patrik Laine , Blake Wheeler,Paul Stastny,40,00:48:58,00:08:58,PHI,2018-03-10,3,1,2938.0,PHI,2.0,1.0,Go-Ahead Goal,2018
1312,1,WSH,PP,Alex Ovechkin , John Carlson,Nicklas Backstrom,41,00:04:35,00:04:35,WSH,2018-03-12,1,1,275.0,WSH,1.0,0.0,Go-Ahead Goal,2018
1313,1,WPG,,Nikolaj Ehlers ,,,27,00:05:33,00:05:33,WSH,2018-03-12,2,1,333.0,WSH,1.0,1.0,Tie,2018
1314,2,WSH,,Alex Ovechkin , Tom Wilson,Evgeny Kuznetsov,42,00:23:53,00:03:53,WSH,2018-03-12,3,2,1433.0,WSH,2.0,1.0,Go-Ahead Goal,2018
1315,3,WPG,,Patrik Laine , Paul Stastny,Dustin Byfuglien,41,00:45:02,00:05:02,WSH,2018-03-12,4,2,2702.0,WSH,2.0,2.0,Tie,2018
1316,1,WSH,,Evgeny Kuznetsov , Chandler Stephenson,,21,00:04:11,00:04:11,WSH,2018-03-12,5,3,251.0,WSH,3.0,2.0,Go-Ahead Goal,2018
1321,1,CHI,,Brandon Saad , Patrick Kane,Connor Murphy,16,00:00:11,00:00:11,WPG,2018-03-15,1,1,11.0,WPG,0.0,1.0,Go-Ahead Goal,2018
1322,1,WPG,,Paul Stastny , Nikolaj Ehlers,Patrik Laine,15,00:03:43,00:03:43,WPG,2018-03-15,2,1,223.0,WPG,1.0,1.0,Tie,2018
1323,1,WPG,,Joel Armia , Jacob Trouba,Andrew Copp,12,00:05:18,00:05:18,WPG,2018-03-15,3,2,318.0,WPG,2.0,1.0,Go-Ahead Goal,2018
1324,1,WPG,,Jack Roslovic ,,,4,00:09:26,00:09:26,WPG,2018-03-15,4,3,566.0,WPG,3.0,1.0,Insurance Goal,2018
1325,1,WPG,,Bryan Little , Jacob Trouba,Jack Roslovic,14,00:17:36,00:17:36,WPG,2018-03-15,5,4,1056.0,WPG,4.0,1.0,Insurance Goal,2018
1326,1,WPG,,Kyle Connor , Bryan Little,Blake Wheeler,24,00:18:20,00:18:20,WPG,2018-03-15,6,5,1100.0,WPG,5.0,1.0,Insurance Goal,2018
1327,2,CHI,,Patrick Sharp , Nick Schmaltz,,9,00:35:36,00:15:36,WPG,2018-03-15,7,2,2136.0,WPG,5.0,2.0,Lead Shrink,2018
1328,3,WPG,EN,Kyle Connor ,,,25,00:59:11,00:19:11,WPG,2018-03-15,8,6,3551.0,WPG,6.0,2.0,Insurance Goal,2018
1329,1,WPG,PP,Patrik Laine , Blake Wheeler,Dustin Byfuglien,42,00:19:59,00:19:59,WPG,2018-03-18,1,1,1199.0,WPG,1.0,0.0,Go-Ahead Goal,2018
1330,2,DAL,,Mattias Janmark , Radek Faksa,Tyler Pitlick,18,00:21:13,00:01:13,WPG,2018-03-18,2,1,1273.0,WPG,1.0,1.0,Tie,2018
1331,2,WPG,,Ben Chiarot , Joel Armia,Adam Lowry,2,00:22:17,00:02:17,WPG,2018-03-18,3,2,1337.0,WPG,2.0,1.0,Go-Ahead Goal,2018
1332,2,WPG,,Patrik Laine , Nikolaj Ehlers,Paul Stastny,43,00:26:43,00:06:43,WPG,2018-03-18,4,3,1603.0,WPG,3.0,1.0,Insurance Goal,2018
1333,2,DAL,PP,Jamie Benn , John Klingberg,Alexander Radulov,26,00:37:13,00:17:13,WPG,2018-03-18,5,2,2233.0,WPG,3.0,2.0,Go-Ahead Goal,2018
1334,3,WPG,EN,Blake Wheeler , Andrew Copp,Mark Scheifele,19,00:58:31,00:18:31,WPG,2018-03-18,6,4,3511.0,WPG,4.0,2.0,Insurance Goal,2018
1335,2,LAK,,Dustin Brown , Anze Kopitar,Dion Phaneuf,23,00:28:42,00:08:42,WPG,2018-03-20,1,1,1722.0,WPG,0.0,1.0,Go-Ahead Goal,2018
1336,2,WPG,,Kyle Connor , Mark Scheifele,Blake Wheeler,26,00:37:06,00:17:06,WPG,2018-03-20,2,1,2226.0,WPG,1.0,1.0,Tie,2018
1337,OT1,WPG,,Kyle Connor , Bryan Little,Josh Morrissey,27,01:01:37,00:01:37,WPG,2018-03-20,3,2,3697.0,WPG,2.0,1.0,Go-Ahead Goal,2018
1338,1,ANA,PP,Derek Grant , Hampus Lindholm,Marcus Pettersson,11,00:05:51,00:05:51,WPG,2018-03-23,1,1,351.0,WPG,0.0,1.0,Go-Ahead Goal,2018
1339,1,WPG,,Nikolaj Ehlers , Mark Scheifele,Blake Wheeler,28,00:06:46,00:06:46,WPG,2018-03-23,2,1,406.0,WPG,1.0,1.0,Tie,2018
1340,2,WPG,,Mark Scheifele , Blake Wheeler,Josh Morrissey,22,00:20:45,00:00:45,WPG,2018-03-23,3,2,1245.0,WPG,2.0,1.0,Go-Ahead Goal,2018
1341,3,ANA,,Nick Ritchie ,,,8,00:50:17,00:10:17,WPG,2018-03-23,4,2,3017.0,WPG,2.0,2.0,Tie,2018
1342,1,WPG,,Kyle Connor , Mark Scheifele,,28,00:03:16,00:03:16,WPG,2018-03-23,5,3,196.0,WPG,3.0,2.0,Go-Ahead Goal,2018
1351,1,WPG,,Brandon Tanev , Andrew Copp,Adam Lowry,5,00:05:33,00:05:33,WPG,2018-03-27,1,1,333.0,Shootout,1.0,0.0,Go-Ahead Goal,2018
1352,1,BOS,,Ryan Donato ,,,3,00:19:07,00:19:07,WPG,2018-03-27,2,1,1147.0,Shootout,1.0,1.0,Tie,2018
1353,2,WPG,,Brandon Tanev , Adam Lowry,,6,00:20:16,00:00:16,WPG,2018-03-27,3,2,1216.0,Shootout,2.0,1.0,Go-Ahead Goal,2018
1354,2,WPG,,Joseph Morrow , Mark Scheifele,Blake Wheeler,6,00:26:25,00:06:25,WPG,2018-03-27,4,3,1585.0,Shootout,3.0,1.0,Insurance Goal,2018
1355,3,BOS,PP,Danton Heinen ,,,14,00:41:45,00:01:45,WPG,2018-03-27,5,2,2505.0,Shootout,3.0,2.0,Go-Ahead Goal,2018
1356,3,BOS,PP,David Pastrnak , Torey Krug,Brad Marchand,31,00:43:36,00:03:36,WPG,2018-03-27,6,3,2616.0,Shootout,3.0,3.0,Tie,2018
1357,3,WPG,SH,Brandon Tanev ,,,7,00:44:29,00:04:29,WPG,2018-03-27,7,4,2669.0,Shootout,4.0,3.0,Go-Ahead Goal,2018
1358,3,BOS,PP,Torey Krug , Brad Marchand,,14,00:48:06,00:08:06,WPG,2018-03-27,8,4,2886.0,Shootout,4.0,4.0,Tie,2018
1359,1,CHI,,Patrick Kane ,,,27,00:03:44,00:03:44,CHI,2018-03-29,1,1,224.0,CHI,1.0,0.0,Go-Ahead Goal,2018
1360,1,CHI,,Brandon Saad , Patrick Kane,Nick Schmaltz,18,00:17:17,00:17:17,CHI,2018-03-29,2,2,1037.0,CHI,2.0,0.0,Insurance Goal,2018
1361,2,CHI,,Tomas Jurco , Artem Anisimov,,5,00:24:26,00:04:26,CHI,2018-03-29,3,3,1466.0,CHI,3.0,0.0,Insurance Goal,2018
1362,2,CHI,,Tomas Jurco , Erik Gustafsson,Connor Murphy,6,00:31:13,00:11:13,CHI,2018-03-29,4,4,1873.0,CHI,4.0,0.0,Insurance Goal,2018
1363,2,WPG,,Bryan Little , Dustin Byfuglien,Joseph Morrow,16,00:34:24,00:14:24,CHI,2018-03-29,5,1,2064.0,CHI,4.0,1.0,Lead Shrink,2018
1364,2,CHI,,Erik Gustafsson , Alex DeBrincat,Dylan Sikura,4,00:37:27,00:17:27,CHI,2018-03-29,6,5,2247.0,CHI,5.0,1.0,Insurance Goal,2018
1365,2,WPG,,Mark Scheifele , Kyle Connor,,23,00:38:51,00:18:51,CHI,2018-03-29,7,2,2331.0,CHI,5.0,2.0,Lead Shrink,2018
1366,3,CHI,,Alex DeBrincat , Dylan Sikura,,27,00:42:11,00:02:11,CHI,2018-03-29,8,6,2531.0,CHI,6.0,2.0,Insurance Goal,2018
1367,2,TOR,PP,Patrick Marleau , Auston Matthews,Jake Gardiner,26,00:22:02,00:02:02,TOR,2018-03-31,1,1,1322.0,WPG,1.0,0.0,Go-Ahead Goal,2018
1368,2,WPG,,Josh Morrissey , Nikolaj Ehlers,Jacob Trouba,6,00:28:30,00:08:30,TOR,2018-03-31,2,1,1710.0,WPG,1.0,1.0,Tie,2018
1369,2,WPG,PP,Dustin Byfuglien , Blake Wheeler,Paul Stastny,7,00:29:40,00:09:40,TOR,2018-03-31,3,2,1780.0,WPG,1.0,2.0,Go-Ahead Goal,2018
1370,2,WPG,,Andrew Copp , Adam Lowry,Brandon Tanev,6,00:37:24,00:17:24,TOR,2018-03-31,4,3,2244.0,WPG,1.0,3.0,Insurance Goal,2018
1371,1,WPG,,Andrew Copp , Adam Lowry,Jacob Trouba,7,00:02:42,00:02:42,OTT,2018-04-02,1,1,162.0,WPG,0.0,1.0,Go-Ahead Goal,2018
1372,1,WPG,,Josh Morrissey , Adam Lowry,Andrew Copp,7,00:11:36,00:11:36,OTT,2018-04-02,2,2,696.0,WPG,0.0,2.0,Insurance Goal,2018
1373,1,WPG,,Blake Wheeler , Mark Scheifele,Kyle Connor,21,00:11:57,00:11:57,OTT,2018-04-02,3,3,717.0,WPG,0.0,3.0,Insurance Goal,2018
1374,1,OTT,,Thomas Chabot , Matt Duchene,Erik Karlsson,8,00:18:26,00:18:26,OTT,2018-04-02,4,1,1106.0,WPG,1.0,3.0,Lead Shrink,2018
1375,2,OTT,PP,Matt Duchene , Erik Karlsson,Mike Hoffman,25,00:21:28,00:01:28,OTT,2018-04-02,5,2,1288.0,WPG,2.0,3.0,Go-Ahead Goal,2018
1376,2,WPG,SH,Brandon Tanev ,,,8,00:26:25,00:06:25,OTT,2018-04-02,6,4,1585.0,WPG,2.0,4.0,Insurance Goal,2018
1377,2,OTT,,Thomas Chabot , Colin White,Mike Hoffman,9,00:31:58,00:11:58,OTT,2018-04-02,7,3,1918.0,WPG,3.0,4.0,Go-Ahead Goal,2018
1378,2,WPG,,Blake Wheeler , Mark Scheifele,,22,00:32:46,00:12:46,OTT,2018-04-02,8,5,1966.0,WPG,3.0,5.0,Insurance Goal,2018
1379,3,OTT,,Christian Wolanin , Ryan Dzingel,Mike Hoffman,1,00:44:47,00:04:47,OTT,2018-04-02,9,4,2687.0,WPG,4.0,5.0,Go-Ahead Goal,2018
1380,3,WPG,PP,Mathieu Perreault , Nikolaj Ehlers,Tyler Myers,17,00:54:38,00:14:38,OTT,2018-04-02,10,6,3278.0,WPG,4.0,6.0,Insurance Goal,2018
1381,3,OTT,PP,Matt Duchene , Thomas Chabot,Erik Karlsson,26,00:58:55,00:18:55,OTT,2018-04-02,11,5,3535.0,WPG,5.0,6.0,Go-Ahead Goal,2018
1382,1,WPG,PP,Patrik Laine , Dustin Byfuglien,Kyle Connor,44,00:12:25,00:12:25,MTL,2018-04-03,1,1,745.0,WPG,0.0,1.0,Go-Ahead Goal,2018
1383,1,WPG,,Nikolaj Ehlers , Paul Stastny,,29,00:14:19,00:14:19,MTL,2018-04-03,2,2,859.0,WPG,0.0,2.0,Insurance Goal,2018
1384,2,WPG,,Jack Roslovic , Tucker Poolman,,5,00:35:58,00:15:58,MTL,2018-04-03,3,3,2158.0,WPG,0.0,3.0,Insurance Goal,2018
1385,2,MTL,,Artturi Lehkonen , Alex Galchenyuk,,11,00:39:00,00:19:00,MTL,2018-04-03,4,1,2340.0,WPG,1.0,3.0,Lead Shrink,2018
1386,3,MTL,,Paul Byron , Brendan Gallagher,Jonathan Drouin,20,00:43:19,00:03:19,MTL,2018-04-03,5,2,2599.0,WPG,2.0,3.0,Go-Ahead Goal,2018
1387,3,MTL,,Kerby Rychel , Jeff Petry,,1,00:50:15,00:10:15,MTL,2018-04-03,6,3,3015.0,WPG,3.0,3.0,Tie,2018
1388,3,WPG,,Sami Niku , Kyle Connor,Andrew Copp,1,00:50:39,00:10:39,MTL,2018-04-03,7,4,3039.0,WPG,3.0,4.0,Go-Ahead Goal,2018
1389,3,MTL,PP,Alex Galchenyuk , David Schlemko,Jeff Petry,19,00:58:18,00:18:18,MTL,2018-04-03,8,4,3498.0,WPG,4.0,4.0,Tie,2018
1390,1,WPG,,Kyle Connor , Jack Roslovic,Tyler Myers,30,00:03:00,00:03:00,MTL,2018-04-03,9,5,180.0,WPG,4.0,5.0,Go-Ahead Goal,2018
1391,1,WPG,,Blake Wheeler , Dustin Byfuglien,Kyle Connor,23,00:19:13,00:19:13,WPG,2018-04-05,1,1,1153.0,WPG,1.0,0.0,Go-Ahead Goal,2018
1392,2,WPG,,Paul Stastny , Ben Chiarot,Nikolaj Ehlers,16,00:32:59,00:12:59,WPG,2018-04-05,2,2,1979.0,WPG,2.0,0.0,Insurance Goal,2018
1393,2,CGY,,Spencer Foo , Michael Stone,Mikael Backlund,1,00:35:14,00:15:14,WPG,2018-04-05,3,1,2114.0,WPG,2.0,1.0,Go-Ahead Goal,2018
1394,1,WPG,PP,Dustin Byfuglien , Blake Wheeler,Patrik Laine,8,00:15:12,00:15:12,WPG,2018-04-07,1,1,912.0,WPG,1.0,0.0,Go-Ahead Goal,2018
1395,2,WPG,,Kyle Connor ,,,31,00:20:34,00:00:34,WPG,2018-04-07,2,2,1234.0,WPG,2.0,0.0,Insurance Goal,2018
1396,2,WPG,,Andrew Copp , Adam Lowry,Brandon Tanev,8,00:23:56,00:03:56,WPG,2018-04-07,3,3,1436.0,WPG,3.0,0.0,Insurance Goal,2018
1397,2,WPG,SH,Andrew Copp , Joel Armia,,9,00:26:35,00:06:35,WPG,2018-04-07,4,4,1595.0,WPG,4.0,0.0,Insurance Goal,2018
1398,2,CHI,,Brent Seabrook , Patrick Kane,Connor Murphy,7,00:29:08,00:09:08,WPG,2018-04-07,5,1,1748.0,WPG,4.0,1.0,Lead Shrink,2018
1399,2,DAL,PP,Tyler Seguin , Devin Shore,John Klingberg,1,00:37:01,00:17:01,DAL,2017-10-06,1,1,2221.0,VEG,1.0,0.0,Go-Ahead Goal,2018
1400,3,VEG,,James Neal , Nate Schmidt,Luca Sbisa,1,00:50:27,00:10:27,DAL,2017-10-06,2,1,3027.0,VEG,1.0,1.0,Tie,2018
1401,3,VEG,,James Neal , Cody Eakin,Jason Garrison,2,00:57:16,00:17:16,DAL,2017-10-06,3,2,3436.0,VEG,1.0,2.0,Go-Ahead Goal,2018
1408,1,DAL,,John Klingberg , Jason Spezza,,2,00:09:15,00:09:15,DAL,2017-10-10,1,1,555.0,DAL,1.0,0.0,Go-Ahead Goal,2018
1409,1,DAL,PP,Tyler Seguin , John Klingberg,Jamie Benn,2,00:19:29,00:19:29,DAL,2017-10-10,2,2,1169.0,DAL,2.0,0.0,Insurance Goal,2018
1410,2,DET,PP,Justin Abdelkader , Henrik Zetterberg,Mike Green,1,00:23:50,00:03:50,DAL,2017-10-10,3,1,1430.0,DAL,2.0,1.0,Go-Ahead Goal,2018
1411,2,DAL,,Mattias Janmark , Alexander Radulov,Esa Lindell,2,00:28:05,00:08:05,DAL,2017-10-10,4,3,1685.0,DAL,3.0,1.0,Insurance Goal,2018
1412,3,DET,,Anthony Mantha , Dylan Larkin,Mike Green,2,00:55:11,00:15:11,DAL,2017-10-10,5,2,3311.0,DAL,3.0,2.0,Go-Ahead Goal,2018
1413,3,DAL,EN,Martin Hanzal , Mattias Janmark,,1,00:59:58,00:19:58,DAL,2017-10-10,6,4,3598.0,DAL,4.0,2.0,Insurance Goal,2018
1419,2,DAL,,Jamie Benn , Tyler Seguin,,2,00:20:24,00:00:24,DAL,2017-10-14,1,1,1224.0,DAL,1.0,0.0,Go-Ahead Goal,2018
1420,2,DAL,PP,Tyler Seguin , Devin Shore,Jamie Benn,3,00:39:59,00:19:59,DAL,2017-10-14,2,2,2399.0,DAL,2.0,0.0,Insurance Goal,2018
1421,3,COL,,Matt Duchene , Tyson Barrie,Colin Wilson,3,00:41:26,00:01:26,DAL,2017-10-14,3,1,2486.0,DAL,2.0,1.0,Go-Ahead Goal,2018
1422,3,DAL,EN,Esa Lindell , Devin Shore,Stephen Johns,1,00:59:21,00:19:21,DAL,2017-10-14,4,3,3561.0,DAL,3.0,1.0,Insurance Goal,2018
1423,1,DAL,,Radek Faksa , Mattias Janmark,,1,00:05:17,00:05:17,DAL,2017-10-17,1,1,317.0,DAL,1.0,0.0,Go-Ahead Goal,2018
1424,2,DAL,,Dan Hamhuis , Tyler Pitlick,Radek Faksa,1,00:30:48,00:10:48,DAL,2017-10-17,2,2,1848.0,DAL,2.0,0.0,Insurance Goal,2018
1425,2,ARI,,Jason Demers , Max Domi,Anthony Duclair,1,00:34:40,00:14:40,DAL,2017-10-17,3,1,2080.0,DAL,2.0,1.0,Go-Ahead Goal,2018
1426,3,DAL,EN,Alexander Radulov , Tyler Seguin,Dan Hamhuis,1,00:59:08,00:19:08,DAL,2017-10-17,4,3,3548.0,DAL,3.0,1.0,Insurance Goal,2018
1427,1,ARI,,Derek Stepan , Oliver Ekman-Larsson,Clayton Keller,1,00:05:50,00:05:50,ARI,2017-10-19,1,1,350.0,DAL,1.0,0.0,Go-Ahead Goal,2018
1428,1,DAL,PP,Jamie Benn ,,,3,00:06:23,00:06:23,ARI,2017-10-19,2,1,383.0,DAL,1.0,1.0,Tie,2018
1429,1,DAL,,Radek Faksa , Tyler Pitlick,,2,00:07:04,00:07:04,ARI,2017-10-19,3,2,424.0,DAL,1.0,2.0,Go-Ahead Goal,2018
1430,2,ARI,,Derek Stepan , Max Domi,Jason Demers,2,00:22:47,00:02:47,ARI,2017-10-19,4,2,1367.0,DAL,2.0,2.0,Tie,2018
1431,3,DAL,,Stephen Johns ,,,1,00:43:10,00:03:10,ARI,2017-10-19,5,3,2590.0,DAL,2.0,3.0,Go-Ahead Goal,2018
1432,3,ARI,,Clayton Keller ,,,4,00:46:41,00:06:41,ARI,2017-10-19,6,3,2801.0,DAL,3.0,3.0,Tie,2018
1433,3,DAL,,Tyler Seguin , Jamie Benn,John Klingberg,4,00:48:20,00:08:20,ARI,2017-10-19,7,4,2900.0,DAL,3.0,4.0,Go-Ahead Goal,2018
1434,3,DAL,,Tyler Seguin , Jamie Benn,John Klingberg,5,00:57:06,00:17:06,ARI,2017-10-19,8,5,3426.0,DAL,3.0,5.0,Insurance Goal,2018
1435,3,ARI,,Clayton Keller , Christian Dvorak,Derek Stepan,5,00:59:38,00:19:38,ARI,2017-10-19,9,4,3578.0,DAL,4.0,5.0,Go-Ahead Goal,2018
1436,1,DAL,,Jamie Benn , Alexander Radulov,Stephen Johns,4,00:07:58,00:07:58,DAL,2017-10-21,1,1,478.0,DAL,1.0,0.0,Go-Ahead Goal,2018
1437,1,DAL,,Tyler Pitlick , Radek Faksa,Dan Hamhuis,1,00:18:07,00:18:07,DAL,2017-10-21,2,2,1087.0,DAL,2.0,0.0,Insurance Goal,2018
1438,2,DAL,,Tyler Seguin , Mattias Janmark,Esa Lindell,6,00:25:24,00:05:24,DAL,2017-10-21,3,3,1524.0,DAL,3.0,0.0,Insurance Goal,2018
1439,2,DAL,,Tyler Pitlick , Antoine Roussel,Radek Faksa,2,00:27:46,00:07:46,DAL,2017-10-21,4,4,1666.0,DAL,4.0,0.0,Insurance Goal,2018
1440,2,CAR,,Jeff Skinner , Brock McGinn,,4,00:39:50,00:19:50,DAL,2017-10-21,5,1,2390.0,DAL,4.0,1.0,Lead Shrink,2018
1441,3,CAR,,Jeff Skinner , Noah Hanifin,Brock McGinn,5,00:45:32,00:05:32,DAL,2017-10-21,6,2,2732.0,DAL,4.0,2.0,Lead Shrink,2018
1442,3,CAR,,Jordan Staal , Sebastian Aho,Elias Lindholm,2,00:55:24,00:15:24,DAL,2017-10-21,7,3,3324.0,DAL,4.0,3.0,Go-Ahead Goal,2018
1443,1,DAL,,Jamie Benn , John Klingberg,Tyler Seguin,5,00:08:03,00:08:03,COL,2017-10-24,1,1,483.0,COL,0.0,1.0,Go-Ahead Goal,2018
1444,1,COL,,Matthew Nieto , Gabriel Landeskog,,1,00:13:45,00:13:45,COL,2017-10-24,2,1,825.0,COL,1.0,1.0,Tie,2018
1445,2,COL,,Matthew Nieto , Carl Soderberg,Blake Comeau,2,00:22:14,00:02:14,COL,2017-10-24,3,2,1334.0,COL,2.0,1.0,Go-Ahead Goal,2018
1446,2,DAL,,Brett Ritchie , Tyler Seguin,Jamie Benn,1,00:22:44,00:02:44,COL,2017-10-24,4,2,1364.0,COL,2.0,2.0,Tie,2018
1447,2,COL,,Gabriel Landeskog , Matt Duchene,,3,00:24:04,00:04:04,COL,2017-10-24,5,3,1444.0,COL,3.0,2.0,Go-Ahead Goal,2018
1448,2,COL,,Mark Barberio , Tyson Barrie,Blake Comeau,1,00:39:50,00:19:50,COL,2017-10-24,6,4,2390.0,COL,4.0,2.0,Insurance Goal,2018
1449,3,DAL,,John Klingberg , Jamie Benn,,3,00:50:12,00:10:12,COL,2017-10-24,7,3,3012.0,COL,4.0,3.0,Go-Ahead Goal,2018
1450,3,COL,EN,Matthew Nieto , Blake Comeau,Carl Soderberg,3,00:59:56,00:19:56,COL,2017-10-24,8,5,3596.0,COL,5.0,3.0,Insurance Goal,2018
1451,1,EDM,,Connor McDavid , Ryan Strome,Leon Draisaitl,5,00:10:31,00:10:31,EDM,2017-10-26,1,1,631.0,EDM,1.0,0.0,Go-Ahead Goal,2018
1452,1,DAL,,Jamie Benn , Alexander Radulov,Dan Hamhuis,6,00:11:34,00:11:34,EDM,2017-10-26,2,1,694.0,EDM,1.0,1.0,Tie,2018
1453,1,EDM,,Pat Maroon , Darnell Nurse,Leon Draisaitl,3,00:19:35,00:19:35,EDM,2017-10-26,3,2,1175.0,EDM,2.0,1.0,Go-Ahead Goal,2018
1454,2,DAL,PP,Alexander Radulov , Tyler Seguin,Devin Shore,2,00:22:58,00:02:58,EDM,2017-10-26,4,2,1378.0,EDM,2.0,2.0,Tie,2018
1455,2,EDM,,Ryan Nugent-Hopkins , Kris Russell,Milan Lucic,3,00:33:46,00:13:46,EDM,2017-10-26,5,3,2026.0,EDM,3.0,2.0,Go-Ahead Goal,2018
1456,2,DAL,PP,Jamie Benn , Alexander Radulov,John Klingberg,7,00:36:19,00:16:19,EDM,2017-10-26,6,3,2179.0,EDM,3.0,3.0,Tie,2018
1457,3,DAL,PP,Esa Lindell , Jason Spezza,Dan Hamhuis,2,00:50:25,00:10:25,EDM,2017-10-26,7,4,3025.0,EDM,3.0,4.0,Go-Ahead Goal,2018
1458,3,EDM,,Ryan Nugent-Hopkins , Milan Lucic,,4,00:52:16,00:12:16,EDM,2017-10-26,8,4,3136.0,EDM,4.0,4.0,Tie,2018
1459,3,EDM,,Matt Benning , Leon Draisaitl,Darnell Nurse,1,00:57:33,00:17:33,EDM,2017-10-26,9,5,3453.0,EDM,5.0,4.0,Go-Ahead Goal,2018
1460,2,CGY,,Johnny Gaudreau , Micheal Ferland,Sean Monahan,3,00:30:18,00:10:18,CGY,2017-10-27,1,1,1818.0,DAL,1.0,0.0,Go-Ahead Goal,2018
1461,2,DAL,PP,Esa Lindell , Jason Spezza,Mattias Janmark,3,00:36:54,00:16:54,CGY,2017-10-27,2,1,2214.0,DAL,1.0,1.0,Tie,2018
1462,3,DAL,PP,Alexander Radulov , Devin Shore,John Klingberg,3,00:52:50,00:12:50,CGY,2017-10-27,3,2,3170.0,DAL,1.0,2.0,Go-Ahead Goal,2018
1463,2,DAL,PP,Tyler Seguin , Alexander Radulov,Jamie Benn,7,00:23:11,00:03:11,VAN,2017-10-30,1,1,1391.0,DAL,0.0,1.0,Go-Ahead Goal,2018
1464,3,VAN,PP,Sam Gagner , Thomas Vanek,Daniel Sedin,1,00:46:00,00:06:00,VAN,2017-10-30,2,1,2760.0,DAL,1.0,1.0,Tie,2018
1465,1,DAL,,Alexander Radulov , Mattias Janmark,,4,00:02:32,00:02:32,VAN,2017-10-30,3,2,152.0,DAL,1.0,2.0,Go-Ahead Goal,2018
1473,1,DAL,,Remi Elie , Antoine Roussel,,1,00:03:09,00:03:09,DAL,2017-11-04,1,1,189.0,DAL,1.0,0.0,Go-Ahead Goal,2018
1474,1,DAL,,Radek Faksa , Gemel Smith,John Klingberg,3,00:07:07,00:07:07,DAL,2017-11-04,2,2,427.0,DAL,2.0,0.0,Insurance Goal,2018
1475,1,DAL,,Stephen Johns , Gemel Smith,Radek Faksa,2,00:10:27,00:10:27,DAL,2017-11-04,3,3,627.0,DAL,3.0,0.0,Insurance Goal,2018
1476,1,DAL,PP,Tyler Seguin , John Klingberg,Alexander Radulov,8,00:12:51,00:12:51,DAL,2017-11-04,4,4,771.0,DAL,4.0,0.0,Insurance Goal,2018
1477,2,BUF,,Ryan O'Reilly ,,,5,00:31:51,00:11:51,DAL,2017-11-04,5,1,1911.0,DAL,4.0,1.0,Lead Shrink,2018
1478,2,DAL,,Antoine Roussel , John Klingberg,Tyler Seguin,1,00:38:50,00:18:50,DAL,2017-11-04,6,5,2330.0,DAL,5.0,1.0,Insurance Goal,2018
1484,1,DAL,,John Klingberg , Jamie Benn,Tyler Seguin,4,00:01:32,00:01:32,DAL,2017-11-10,1,1,92.0,DAL,1.0,0.0,Go-Ahead Goal,2018
1485,1,DAL,,Gemel Smith , Alexander Radulov,John Klingberg,1,00:14:58,00:14:58,DAL,2017-11-10,2,2,898.0,DAL,2.0,0.0,Insurance Goal,2018
1486,1,DAL,,Esa Lindell , John Klingberg,Martin Hanzal,4,00:16:58,00:16:58,DAL,2017-11-10,3,3,1018.0,DAL,3.0,0.0,Insurance Goal,2018
1487,2,DAL,SH,Mattias Janmark ,,,4,00:26:54,00:06:54,DAL,2017-11-10,4,4,1614.0,DAL,4.0,0.0,Insurance Goal,2018
1488,2,DAL,PP,Jason Spezza , Esa Lindell,Dan Hamhuis,1,00:36:00,00:16:00,DAL,2017-11-10,5,5,2160.0,DAL,5.0,0.0,Insurance Goal,2018
1489,1,CAR,,Sebastian Aho , Jordan Staal,Teuvo Teravainen,1,00:08:07,00:08:07,CAR,2017-11-13,1,1,487.0,CAR,1.0,0.0,Go-Ahead Goal,2018
1490,2,DAL,PP,Alexander Radulov , Tyler Seguin,Jamie Benn,6,00:28:44,00:08:44,CAR,2017-11-13,2,1,1724.0,CAR,1.0,1.0,Tie,2018
1491,3,CAR,PP,Teuvo Teravainen , Jordan Staal,Sebastian Aho,4,00:42:39,00:02:39,CAR,2017-11-13,3,2,2559.0,CAR,2.0,1.0,Go-Ahead Goal,2018
1492,3,CAR,,Teuvo Teravainen , Jaccob Slavin,Jordan Staal,5,00:46:51,00:06:51,CAR,2017-11-13,4,3,2811.0,CAR,3.0,1.0,Insurance Goal,2018
1493,3,CAR,,Teuvo Teravainen , Jordan Staal,Sebastian Aho,6,00:49:44,00:09:44,CAR,2017-11-13,5,4,2984.0,CAR,4.0,1.0,Insurance Goal,2018
1494,3,CAR,,Jeff Skinner , Trevor van Riemsdyk,Elias Lindholm,9,00:59:57,00:19:57,CAR,2017-11-13,6,5,3597.0,CAR,5.0,1.0,Insurance Goal,2018
1495,1,FLA,PP,Jonathan Huberdeau , Vincent Trocheck,Evgenii Dadonov,6,00:05:13,00:05:13,FLA,2017-11-14,1,1,313.0,Shootout,1.0,0.0,Go-Ahead Goal,2018
