,Period,Team,Type,Scorer,Assist1,Assist2,Season Goal Number,Time in Game,Time in Period,Home Team,Date,Game Goal Number,Team Goal Number,Seconds,Winner,HomeGoal,AwayGoal,Impact
2605,3,ANA,,Brandon Montour , Ryan Getzlaf,,5,00:52:06,00:12:06,ANA,2018-12-12,7,4,3126.0,ANA,4.0,3.0,Go-Ahead Goal
2606,3,ANA,,Jakob Silfverberg , Andrew Cogliano,Brandon Montour,9,00:53:44,00:13:44,ANA,2018-12-12,8,5,3224.0,ANA,5.0,3.0,Insurance Goal
2607,3,ANA,EN,Hampus Lindholm , Brandon Montour,,4,00:59:29,00:19:29,ANA,2018-12-12,9,6,3569.0,ANA,6.0,3.0,Insurance Goal
2608,1,CBJ,,Markus Nutivaara , Boone Jenner,,4,00:12:06,00:12:06,CBJ,2018-12-15,1,1,726.0,ANA,1.0,0.0,Go-Ahead Goal
2609,1,ANA,,Daniel Sprong , Josh Manson,,2,00:15:56,00:15:56,CBJ,2018-12-15,2,1,956.0,ANA,1.0,1.0,Tie
2610,OT1,ANA,,Daniel Sprong , Adam Henrique,,3,01:01:19,00:01:19,CBJ,2018-12-15,3,2,3679.0,ANA,1.0,2.0,Go-Ahead Goal
2611,1,PIT,PP,Evgeni Malkin , Kris Letang,Phil Kessel,11,00:09:38,00:09:38,PIT,2018-12-17,1,1,578.0,ANA,1.0,0.0,Go-Ahead Goal
2612,1,PIT,,Bryan Rust , Sidney Crosby,,6,00:14:32,00:14:32,PIT,2018-12-17,2,2,872.0,ANA,2.0,0.0,Insurance Goal
2613,2,ANA,PP,Adam Henrique , Nick Ritchie,Daniel Sprong,7,00:22:07,00:02:07,PIT,2018-12-17,3,1,1327.0,ANA,2.0,1.0,Go-Ahead Goal
2614,2,ANA,,Kiefer Sherwood , Carter Rowney,Josh Manson,4,00:25:33,00:05:33,PIT,2018-12-17,4,2,1533.0,ANA,2.0,2.0,Tie
2615,2,ANA,,Ondrej Kase , Ryan Getzlaf,,9,00:38:47,00:18:47,PIT,2018-12-17,5,3,2327.0,ANA,2.0,3.0,Go-Ahead Goal
2616,3,ANA,EN,Ryan Getzlaf , Adam Henrique,Pontus Aberg,9,00:59:11,00:19:11,PIT,2018-12-17,6,4,3551.0,ANA,2.0,4.0,Insurance Goal
2617,2,ANA,,Pontus Aberg , Ryan Getzlaf,Ondrej Kase,11,00:34:09,00:14:09,NYR,2018-12-18,1,1,2049.0,NYR,0.0,1.0,Go-Ahead Goal
2618,3,NYR,,Vladislav Namestnikov , Brett Howden,Jimmy Vesey,4,00:49:52,00:09:52,NYR,2018-12-18,2,1,2992.0,NYR,1.0,1.0,Tie
2619,3,NYR,SH,Kevin Hayes , Vladislav Namestnikov,,9,00:59:20,00:19:20,NYR,2018-12-18,3,2,3560.0,NYR,2.0,1.0,Go-Ahead Goal
2620,3,NYR,EN,Filip Chytil , Vladislav Namestnikov,Mika Zibanejad,6,00:59:41,00:19:41,NYR,2018-12-18,4,3,3581.0,NYR,3.0,1.0,Insurance Goal
2621,2,BOS,PP,David Pastrnak , Torey Krug,David Backes,22,00:28:19,00:08:19,BOS,2018-12-20,1,1,1699.0,BOS,1.0,0.0,Go-Ahead Goal
2622,2,BOS,PP,Torey Krug , Brad Marchand,David Pastrnak,4,00:38:05,00:18:05,BOS,2018-12-20,2,2,2285.0,BOS,2.0,0.0,Insurance Goal
2623,3,BOS,,David Krejci , David Pastrnak,Brad Marchand,7,00:45:21,00:05:21,BOS,2018-12-20,3,3,2721.0,BOS,3.0,0.0,Insurance Goal
2624,3,ANA,,Josh Mahura , Carter Rowney,,1,00:55:44,00:15:44,BOS,2018-12-20,4,1,3344.0,BOS,3.0,1.0,Lead Shrink
2625,1,BUF,PP,Rasmus Dahlin , Rasmus Ristolainen,Jack Eichel,4,00:16:51,00:16:51,BUF,2018-12-22,1,1,1011.0,BUF,1.0,0.0,Go-Ahead Goal
2626,3,BUF,,Jeff Skinner , Sam Reinhart,Lawrence Pilut,26,00:51:12,00:11:12,BUF,2018-12-22,2,2,3072.0,BUF,2.0,0.0,Insurance Goal
2627,3,BUF,EN,Conor Sheary , Jack Eichel,Sam Reinhart,7,00:58:02,00:18:02,BUF,2018-12-22,3,3,3482.0,BUF,3.0,0.0,Insurance Goal
2643,1,TBL,,Nikita Kucherov , Erik Cernak,Brayden Point,19,00:06:06,00:06:06,ANA,2018-12-31,1,1,366.0,TBL,0.0,1.0,Go-Ahead Goal
2644,1,ANA,,Nick Ritchie , Ondrej Kase,Josh Mahura,5,00:17:08,00:17:08,ANA,2018-12-31,2,1,1028.0,TBL,1.0,1.0,Tie
2645,OT1,TBL,,Brayden Point , Nikita Kucherov,Victor Hedman,23,01:00:35,00:00:35,ANA,2018-12-31,3,2,3635.0,TBL,1.0,2.0,Go-Ahead Goal
2651,1,EDM,,Connor McDavid , Zack Kassian,Caleb Jones,24,00:07:37,00:07:37,ANA,2019-01-06,1,1,457.0,EDM,0.0,1.0,Go-Ahead Goal
2652,1,EDM,,Jesse Puljujarvi , Darnell Nurse,Ryan Nugent-Hopkins,4,00:16:05,00:16:05,ANA,2019-01-06,2,2,965.0,EDM,0.0,2.0,Insurance Goal
2653,1,EDM,SH,Kyle Brodziak , Ryan Nugent-Hopkins,,4,00:19:49,00:19:49,ANA,2019-01-06,3,3,1189.0,EDM,0.0,3.0,Insurance Goal
2654,2,EDM,,Leon Draisaitl , Caleb Jones,,23,00:27:25,00:07:25,ANA,2019-01-06,4,4,1645.0,EDM,0.0,4.0,Insurance Goal
2655,1,ANA,,Jakob Silfverberg , Brandon Montour,Andrew Cogliano,11,00:08:52,00:08:52,ANA,2019-01-09,1,1,532.0,OTT,1.0,0.0,Go-Ahead Goal
2656,3,OTT,,Bobby Ryan , Dylan DeMelo,Chris Tierney,8,00:49:23,00:09:23,ANA,2019-01-09,2,1,2963.0,OTT,1.0,1.0,Tie
2657,OT1,OTT,,Colin White , Mark Stone,,11,01:01:34,00:01:34,ANA,2019-01-09,3,2,3694.0,OTT,1.0,2.0,Go-Ahead Goal
2658,1,ANA,,Nick Ritchie , Ondrej Kase,Adam Henrique,6,00:01:27,00:01:27,ANA,2019-01-11,1,1,87.0,PIT,1.0,0.0,Go-Ahead Goal
2659,1,ANA,,Ryan Getzlaf , Andrew Cogliano,,10,00:07:41,00:07:41,ANA,2019-01-11,2,2,461.0,PIT,2.0,0.0,Insurance Goal
2660,1,ANA,,Daniel Sprong , Rickard Rakell,Ryan Getzlaf,6,00:12:23,00:12:23,ANA,2019-01-11,3,3,743.0,PIT,3.0,0.0,Insurance Goal
2661,2,PIT,,Evgeni Malkin , Phil Kessel,Kris Letang,14,00:20:59,00:00:59,ANA,2019-01-11,4,1,1259.0,PIT,3.0,1.0,Lead Shrink
2662,2,PIT,,Jake Guentzel , Brian Dumoulin,,19,00:24:54,00:04:54,ANA,2019-01-11,5,2,1494.0,PIT,3.0,2.0,Go-Ahead Goal
2663,2,PIT,PP,Jake Guentzel , Phil Kessel,Evgeni Malkin,20,00:31:24,00:11:24,ANA,2019-01-11,6,3,1884.0,PIT,3.0,3.0,Tie
2664,2,ANA,SH,Jakob Silfverberg , Adam Henrique,,12,00:34:39,00:14:39,ANA,2019-01-11,7,4,2079.0,PIT,4.0,3.0,Go-Ahead Goal
2665,3,PIT,,Tanner Pearson , Evgeni Malkin,Dominik Simon,7,00:49:33,00:09:33,ANA,2019-01-11,8,4,2973.0,PIT,4.0,4.0,Tie
2666,3,PIT,,Phil Kessel ,,,18,00:50:21,00:10:21,ANA,2019-01-11,9,5,3021.0,PIT,4.0,5.0,Go-Ahead Goal
2667,3,PIT,,Tanner Pearson , Evgeni Malkin,Marcus Pettersson,8,00:56:35,00:16:35,ANA,2019-01-11,10,6,3395.0,PIT,4.0,6.0,Insurance Goal
2668,3,PIT,EN,Jake Guentzel , Sidney Crosby,,21,00:59:02,00:19:02,ANA,2019-01-11,11,7,3542.0,PIT,4.0,7.0,Insurance Goal
2669,1,ANA,,Brian Gibbons , Brandon Montour,Carter Rowney,1,00:02:19,00:02:19,WPG,2019-01-13,1,1,139.0,WPG,0.0,1.0,Go-Ahead Goal
2670,1,ANA,,Rickard Rakell , Daniel Sprong,Carter Rowney,6,00:16:14,00:16:14,WPG,2019-01-13,2,2,974.0,WPG,0.0,2.0,Insurance Goal
2671,1,WPG,PP,Blake Wheeler , Josh Morrissey,Mark Scheifele,9,00:19:00,00:19:00,WPG,2019-01-13,3,1,1140.0,WPG,1.0,2.0,Go-Ahead Goal
2672,2,WPG,,Patrik Laine , Bryan Little,,25,00:22:24,00:02:24,WPG,2019-01-13,4,2,1344.0,WPG,2.0,2.0,Tie
2673,2,ANA,,Andrew Cogliano , Daniel Sprong,Carter Rowney,3,00:35:48,00:15:48,WPG,2019-01-13,5,3,2148.0,WPG,2.0,3.0,Go-Ahead Goal
2674,3,WPG,,Ben Chiarot , Brandon Tanev,Andrew Copp,4,00:54:05,00:14:05,WPG,2019-01-13,6,3,3245.0,WPG,3.0,3.0,Tie
2675,1,WPG,,Bryan Little , Jacob Trouba,,10,00:04:49,00:04:49,WPG,2019-01-13,7,4,289.0,WPG,4.0,3.0,Go-Ahead Goal
2676,2,ANA,PP,Rickard Rakell , Nick Ritchie,Ryan Getzlaf,7,00:32:03,00:12:03,DET,2019-01-15,1,1,1923.0,DET,0.0,1.0,Go-Ahead Goal
2677,3,DET,,Anthony Mantha , Andreas Athanasiou,Dylan Larkin,11,00:45:25,00:05:25,DET,2019-01-15,2,1,2725.0,DET,1.0,1.0,Tie
2678,3,DET,,Gustav Nyquist , Danny DeKeyser,Thomas Vanek,11,00:55:44,00:15:44,DET,2019-01-15,3,2,3344.0,DET,2.0,1.0,Go-Ahead Goal
2679,3,DET,,Darren Helm , Danny DeKeyser,,3,00:57:27,00:17:27,DET,2019-01-15,4,3,3447.0,DET,3.0,1.0,Insurance Goal
2680,1,ANA,,Adam Henrique , Nick Ritchie,Brandon Montour,9,00:03:57,00:03:57,MIN,2019-01-17,1,1,237.0,ANA,0.0,1.0,Go-Ahead Goal
2681,1,ANA,,Rickard Rakell , Devin Shore,Brandon Montour,8,00:04:08,00:04:08,MIN,2019-01-17,2,2,248.0,ANA,0.0,2.0,Insurance Goal
2682,1,ANA,,Brian Gibbons , Andy Welinski,,2,00:07:58,00:07:58,MIN,2019-01-17,3,3,478.0,ANA,0.0,3.0,Insurance Goal
2683,1,NJD,,Marcus Johansson , Jesper Bratt,Will Butcher,7,00:06:50,00:06:50,NJD,2019-01-19,1,1,410.0,ANA,1.0,0.0,Go-Ahead Goal
2684,1,ANA,,Daniel Sprong , Nick Ritchie,Adam Henrique,7,00:09:10,00:09:10,NJD,2019-01-19,2,1,550.0,ANA,1.0,1.0,Tie
2685,1,ANA,PP,Troy Terry , Hampus Lindholm,Daniel Sprong,1,00:10:38,00:10:38,NJD,2019-01-19,3,2,638.0,ANA,1.0,2.0,Go-Ahead Goal
2686,3,ANA,,Derek Grant , Troy Terry,,3,00:45:11,00:05:11,NJD,2019-01-19,4,3,2711.0,ANA,1.0,3.0,Insurance Goal
2687,3,NJD,,Jesper Bratt , Will Butcher,,4,00:59:04,00:19:04,NJD,2019-01-19,5,2,3544.0,ANA,2.0,3.0,Go-Ahead Goal
2688,1,NYI,PP,Cal Clutterbuck , Josh Bailey,Anthony Beauvillier,5,00:04:50,00:04:50,NYI,2019-01-20,1,1,290.0,NYI,1.0,0.0,Go-Ahead Goal
2689,1,NYI,,Cal Clutterbuck , Adam Pelech,,6,00:09:56,00:09:56,NYI,2019-01-20,2,2,596.0,NYI,2.0,0.0,Insurance Goal
2690,2,NYI,,Leo Komarov , Devon Toews,Scott Mayfield,6,00:39:31,00:19:31,NYI,2019-01-20,3,3,2371.0,NYI,3.0,0.0,Insurance Goal
2691,1,ANA,,Daniel Sprong , Ryan Getzlaf,Hampus Lindholm,8,00:06:44,00:06:44,ANA,2019-01-23,1,1,404.0,STL,1.0,0.0,Go-Ahead Goal
2692,1,STL,,Vladimir Tarasenko , Brayden Schenn,Ryan O'Reilly,17,00:10:34,00:10:34,ANA,2019-01-23,2,1,634.0,STL,1.0,1.0,Tie
2693,2,STL,,Zach Sanford ,,,6,00:22:04,00:02:04,ANA,2019-01-23,3,2,1324.0,STL,1.0,2.0,Go-Ahead Goal
2694,2,STL,,Oskar Sundqvist , Pat Maroon,Zach Sanford,10,00:27:41,00:07:41,ANA,2019-01-23,4,3,1661.0,STL,1.0,3.0,Insurance Goal
2695,3,STL,,Tyler Bozak , Jaden Schwartz,Colton Parayko,7,00:48:42,00:08:42,ANA,2019-01-23,5,4,2922.0,STL,1.0,4.0,Insurance Goal
2696,3,STL,,Sammy Blais , Mackenzie MacEachern,Carl Gunnarsson,2,00:49:16,00:09:16,ANA,2019-01-23,6,5,2956.0,STL,1.0,5.0,Insurance Goal
2697,1,WPG,,Andrew Copp , Mason Appleton,,4,00:02:07,00:02:07,WPG,2019-02-02,1,1,127.0,WPG,1.0,0.0,Go-Ahead Goal
2698,1,WPG,PP,Jack Roslovic , Jacob Trouba,Connor Hellebuyck,5,00:05:26,00:05:26,WPG,2019-02-02,2,2,326.0,WPG,2.0,0.0,Insurance Goal
2699,1,WPG,,Blake Wheeler , Kyle Connor,Josh Morrissey,10,00:12:04,00:12:04,WPG,2019-02-02,3,3,724.0,WPG,3.0,0.0,Insurance Goal
2700,1,WPG,,Bryan Little , Dmitry Kulikov,,12,00:15:18,00:15:18,WPG,2019-02-02,4,4,918.0,WPG,4.0,0.0,Insurance Goal
2701,1,WPG,PP,Jack Roslovic , Mathieu Perreault,Patrik Laine,6,00:16:33,00:16:33,WPG,2019-02-02,5,5,993.0,WPG,5.0,0.0,Insurance Goal
2702,1,WPG,,Brendan Lemieux , Andrew Copp,,7,00:17:41,00:17:41,WPG,2019-02-02,6,6,1061.0,WPG,6.0,0.0,Insurance Goal
2703,2,ANA,,Nick Ritchie , Cam Fowler,,7,00:21:32,00:01:32,WPG,2019-02-02,7,1,1292.0,WPG,6.0,1.0,Lead Shrink
2704,2,ANA,,Daniel Sprong , Nick Ritchie,Korbinian Holzer,9,00:33:54,00:13:54,WPG,2019-02-02,8,2,2034.0,WPG,6.0,2.0,Lead Shrink
2705,2,WPG,,Tyler Myers , Mason Appleton,Ben Chiarot,5,00:34:42,00:14:42,WPG,2019-02-02,9,7,2082.0,WPG,7.0,2.0,Insurance Goal
2706,2,WPG,PP,Jack Roslovic , Bryan Little,Jacob Trouba,7,00:39:39,00:19:39,WPG,2019-02-02,10,8,2379.0,WPG,8.0,2.0,Insurance Goal
2707,3,WPG,,Bryan Little , Ben Chiarot,Jack Roslovic,13,00:40:54,00:00:54,WPG,2019-02-02,11,9,2454.0,WPG,9.0,2.0,Insurance Goal
2708,3,ANA,,Devin Shore , Jakob Silfverberg,Michael Del Zotto,6,00:52:17,00:12:17,WPG,2019-02-02,12,3,3137.0,WPG,9.0,3.0,Lead Shrink
2709,2,TOR,,John Tavares , Andreas Johnsson,Frederik Gauthier,31,00:23:02,00:03:02,TOR,2019-02-04,1,1,1382.0,TOR,1.0,0.0,Go-Ahead Goal
2710,2,TOR,,Andreas Johnsson , Patrick Marleau,Jake Muzzin,11,00:33:40,00:13:40,TOR,2019-02-04,2,2,2020.0,TOR,2.0,0.0,Insurance Goal
2711,2,TOR,PP,Jake Muzzin , Jake Gardiner,Andreas Johnsson,5,00:39:57,00:19:57,TOR,2019-02-04,3,3,2397.0,TOR,3.0,0.0,Insurance Goal
2712,3,ANA,,Rickard Rakell , Hampus Lindholm,Josh Manson,9,00:42:45,00:02:45,TOR,2019-02-04,4,1,2565.0,TOR,3.0,1.0,Lead Shrink
2713,3,TOR,,Connor Brown , William Nylander,Jake Muzzin,5,00:43:16,00:03:16,TOR,2019-02-04,5,4,2596.0,TOR,4.0,1.0,Insurance Goal
2714,3,TOR,,William Nylander , Zach Hyman,,2,00:46:04,00:06:04,TOR,2019-02-04,6,5,2764.0,TOR,5.0,1.0,Insurance Goal
2715,3,TOR,,Andreas Johnsson , Zach Hyman,John Tavares,12,00:54:51,00:14:51,TOR,2019-02-04,7,6,3291.0,TOR,6.0,1.0,Insurance Goal
2716,1,MTL,,Brendan Gallagher , Jonathan Drouin,,20,00:07:11,00:07:11,MTL,2019-02-05,1,1,431.0,MTL,1.0,0.0,Go-Ahead Goal
2717,1,MTL,,Jesperi Kotkaniemi , Joel Armia,Mike Reilly,9,00:09:36,00:09:36,MTL,2019-02-05,2,2,576.0,MTL,2.0,0.0,Insurance Goal
2718,1,MTL,,Brendan Gallagher , Jonathan Drouin,Shea Weber,21,00:16:39,00:16:39,MTL,2019-02-05,3,3,999.0,MTL,3.0,0.0,Insurance Goal
2719,2,ANA,,Ryan Getzlaf , Corey Perry,Devin Shore,11,00:31:27,00:11:27,MTL,2019-02-05,4,1,1887.0,MTL,3.0,1.0,Lead Shrink
2720,3,MTL,,Phillip Danault , Jonathan Drouin,Brendan Gallagher,10,00:42:31,00:02:31,MTL,2019-02-05,5,4,2551.0,MTL,4.0,1.0,Insurance Goal
2721,1,OTT,,Brady Tkachuk , Mark Stone,Colin White,12,00:07:23,00:07:23,OTT,2019-02-07,1,1,443.0,OTT,1.0,0.0,Go-Ahead Goal
2722,2,OTT,,Matt Duchene , Chris Tierney,Thomas Chabot,23,00:38:08,00:18:08,OTT,2019-02-07,2,2,2288.0,OTT,2.0,0.0,Insurance Goal
2723,3,OTT,,Mark Stone , Chris Tierney,Cody Ceci,23,00:46:26,00:06:26,OTT,2019-02-07,3,3,2786.0,OTT,3.0,0.0,Insurance Goal
2724,3,OTT,EN,Matt Duchene , Cody Ceci,Thomas Chabot,24,00:59:29,00:19:29,OTT,2019-02-07,4,4,3569.0,OTT,4.0,0.0,Insurance Goal
2725,1,PHI,,Phil Varone , Michael Raffl,,3,00:02:44,00:02:44,PHI,2019-02-09,1,1,164.0,PHI,1.0,0.0,Go-Ahead Goal
2726,1,PHI,,Sean Couturier , Robert Hagg,Phil Varone,23,00:10:24,00:10:24,PHI,2019-02-09,2,2,624.0,PHI,2.0,0.0,Insurance Goal
2727,1,PHI,SH,Michael Raffl , Scott Laughton,Andrew MacDonald,4,00:11:44,00:11:44,PHI,2019-02-09,3,3,704.0,PHI,3.0,0.0,Insurance Goal
2728,1,PHI,,Oskar Lindblom , Sean Couturier,Jakub Voracek,8,00:17:46,00:17:46,PHI,2019-02-09,4,4,1066.0,PHI,4.0,0.0,Insurance Goal
2729,2,ANA,PP,Adam Henrique , Nick Ritchie,Ryan Getzlaf,10,00:20:51,00:00:51,PHI,2019-02-09,5,1,1251.0,PHI,4.0,1.0,Lead Shrink
2730,3,ANA,PP,Nick Ritchie , Ryan Getzlaf,Rickard Rakell,8,00:44:57,00:04:57,PHI,2019-02-09,6,2,2697.0,PHI,4.0,2.0,Lead Shrink
2731,3,PHI,PP,Nolan Patrick , Sean Couturier,Travis Konecny,11,00:52:15,00:12:15,PHI,2019-02-09,7,5,3135.0,PHI,5.0,2.0,Insurance Goal
2732,3,PHI,,Travis Konecny , Travis Sanheim,James van Riemsdyk,15,00:58:49,00:18:49,PHI,2019-02-09,8,6,3529.0,PHI,6.0,2.0,Insurance Goal
2734,1,BOS,,Noel Acciari , Brandon Carlo,Sean Kuraly,2,00:05:31,00:05:31,ANA,2019-02-15,1,1,331.0,BOS,0.0,1.0,Go-Ahead Goal
2735,2,BOS,PP,Jake Debrusk , David Krejci,Torey Krug,16,00:25:07,00:05:07,ANA,2019-02-15,2,2,1507.0,BOS,0.0,2.0,Insurance Goal
2736,3,BOS,EN,Chris Wagner , Sean Kuraly,Zdeno Chara,7,00:58:29,00:18:29,ANA,2019-02-15,3,3,3509.0,BOS,0.0,3.0,Insurance Goal
2737,1,WSH,,Alex Ovechkin , John Carlson,Jakub Vrana,40,00:04:58,00:04:58,ANA,2019-02-17,1,1,298.0,ANA,0.0,1.0,Go-Ahead Goal
2738,2,ANA,,Adam Henrique , Brandon Montour,Jaycob Megna,11,00:26:26,00:06:26,ANA,2019-02-17,2,1,1586.0,ANA,1.0,1.0,Tie
2739,2,ANA,,Jakob Silfverberg , Adam Henrique,Hampus Lindholm,14,00:34:07,00:14:07,ANA,2019-02-17,3,2,2047.0,ANA,2.0,1.0,Go-Ahead Goal
2740,2,WSH,,John Carlson ,,,9,00:37:01,00:17:01,ANA,2019-02-17,4,2,2221.0,ANA,2.0,2.0,Tie
2741,3,ANA,PP,Adam Henrique , Corey Perry,Ryan Getzlaf,12,00:40:37,00:00:37,ANA,2019-02-17,5,3,2437.0,ANA,3.0,2.0,Go-Ahead Goal
2742,3,ANA,PP,Corey Perry , Cam Fowler,Ryan Getzlaf,1,00:43:40,00:03:40,ANA,2019-02-17,6,4,2620.0,ANA,4.0,2.0,Insurance Goal
2743,3,ANA,,Jakob Silfverberg , Derek Grant,Michael Del Zotto,15,00:54:55,00:14:55,ANA,2019-02-17,7,5,3295.0,ANA,5.0,2.0,Insurance Goal
2744,2,ANA,PP,Jakob Silfverberg , Devin Shore,Max Jones,16,00:24:22,00:04:22,MIN,2019-02-19,1,1,1462.0,ANA,0.0,1.0,Go-Ahead Goal
2745,3,ANA,,Corey Perry , Ryan Getzlaf,,2,00:54:16,00:14:16,MIN,2019-02-19,2,2,3256.0,ANA,0.0,2.0,Insurance Goal
2746,3,ANA,,Ryan Kesler ,,,5,00:55:59,00:15:59,MIN,2019-02-19,3,3,3359.0,ANA,0.0,3.0,Insurance Goal
2747,3,ANA,EN,Hampus Lindholm , Adam Henrique,,5,00:58:51,00:18:51,MIN,2019-02-19,4,4,3531.0,ANA,0.0,4.0,Insurance Goal
2751,1,EDM,,Josh Currie , Milan Lucic,Andrej Sekera,1,00:16:00,00:16:00,EDM,2019-02-23,1,1,960.0,EDM,1.0,0.0,Go-Ahead Goal
2752,2,EDM,,Sam Gagner , Leon Draisaitl,Kris Russell,3,00:20:57,00:00:57,EDM,2019-02-23,2,2,1257.0,EDM,2.0,0.0,Insurance Goal
2753,2,ANA,,Carter Rowney , Nick Ritchie,Michael Del Zotto,4,00:31:43,00:11:43,EDM,2019-02-23,3,1,1903.0,EDM,2.0,1.0,Go-Ahead Goal
2758,2,CHI,PP,Alex DeBrincat , Erik Gustafsson,Dylan Strome,35,00:20:49,00:00:49,ANA,2019-02-27,1,1,1249.0,CHI,0.0,1.0,Go-Ahead Goal
2759,2,ANA,SH,Devin Shore , Josh Manson,Hampus Lindholm,7,00:24:22,00:04:22,ANA,2019-02-27,2,1,1462.0,CHI,1.0,1.0,Tie
2760,2,CHI,SH,Artem Anisimov , Duncan Keith,Corey Crawford,11,00:36:42,00:16:42,ANA,2019-02-27,3,2,2202.0,CHI,1.0,2.0,Go-Ahead Goal
2761,2,ANA,,Carter Rowney , Ryan Kesler,,5,00:38:37,00:18:37,ANA,2019-02-27,4,2,2317.0,CHI,2.0,2.0,Tie
2762,3,ANA,,Troy Terry , Derek Grant,,2,00:45:35,00:05:35,ANA,2019-02-27,5,3,2735.0,CHI,3.0,2.0,Go-Ahead Goal
2763,3,CHI,,Alex DeBrincat , Jonathan Toews,Erik Gustafsson,36,00:55:06,00:15:06,ANA,2019-02-27,6,3,3306.0,CHI,3.0,3.0,Tie
2764,3,CHI,,Patrick Kane , Brandon Saad,Jonathan Toews,40,00:59:43,00:19:43,ANA,2019-02-27,7,4,3583.0,CHI,3.0,4.0,Go-Ahead Goal
2768,1,ANA,,Jakob Silfverberg , Brendan Guhle,,17,00:03:17,00:03:17,ANA,2019-03-03,1,1,197.0,ANA,1.0,0.0,Go-Ahead Goal
2769,2,ANA,PP,Cam Fowler , Rickard Rakell,Jakob Silfverberg,4,00:30:26,00:10:26,ANA,2019-03-03,2,2,1826.0,ANA,2.0,0.0,Insurance Goal
2770,3,COL,PP,Derick Brassard , Carl Soderberg,J.T. Compher,12,00:44:17,00:04:17,ANA,2019-03-03,3,1,2657.0,ANA,2.0,1.0,Go-Ahead Goal
2775,1,ANA,,Nick Ritchie , Troy Terry,Korbinian Holzer,9,00:05:28,00:05:28,ANA,2019-03-06,1,1,328.0,STL,1.0,0.0,Go-Ahead Goal
2776,1,STL,PP,Brayden Schenn , Vladimir Tarasenko,Ryan O'Reilly,12,00:08:03,00:08:03,ANA,2019-03-06,2,1,483.0,STL,1.0,1.0,Tie
2777,1,STL,PP,Ryan O'Reilly , Tyler Bozak,Alex Pietrangelo,25,00:15:55,00:15:55,ANA,2019-03-06,3,2,955.0,STL,1.0,2.0,Go-Ahead Goal
2778,2,STL,PP,Robert Thomas , Colton Parayko,Pat Maroon,6,00:33:53,00:13:53,ANA,2019-03-06,4,3,2033.0,STL,1.0,3.0,Insurance Goal
2779,2,ANA,PP,Rickard Rakell , Troy Terry,Cam Fowler,10,00:35:39,00:15:39,ANA,2019-03-06,5,2,2139.0,STL,2.0,3.0,Go-Ahead Goal
2780,2,ANA,,Jaycob Megna , Sam Steel,Jakob Silfverberg,1,00:37:51,00:17:51,ANA,2019-03-06,6,3,2271.0,STL,3.0,3.0,Tie
2781,3,ANA,,Adam Henrique , Jaycob Megna,Troy Terry,14,00:45:07,00:05:07,ANA,2019-03-06,7,4,2707.0,STL,4.0,3.0,Go-Ahead Goal
2782,3,STL,,Robert Thomas , Colton Parayko,Vladimir Tarasenko,7,00:58:56,00:18:56,ANA,2019-03-06,8,4,3536.0,STL,4.0,4.0,Tie
2783,3,STL,,Alex Pietrangelo , Brayden Schenn,,12,00:59:08,00:19:08,ANA,2019-03-06,9,5,3548.0,STL,4.0,5.0,Go-Ahead Goal
2784,1,ANA,,Daniel Sprong , Jacob Larsson,,10,00:06:39,00:06:39,ANA,2019-03-08,1,1,399.0,ANA,1.0,0.0,Go-Ahead Goal
2785,1,ANA,,Adam Henrique , Troy Terry,Nick Ritchie,15,00:17:17,00:17:17,ANA,2019-03-08,2,2,1037.0,ANA,2.0,0.0,Insurance Goal
2786,1,MTL,,Paul Byron , Andrew Shaw,Shea Weber,13,00:17:47,00:17:47,ANA,2019-03-08,3,1,1067.0,ANA,2.0,1.0,Go-Ahead Goal
2787,2,ANA,PP,Devin Shore , Corey Perry,Nick Ritchie,8,00:23:01,00:03:01,ANA,2019-03-08,4,3,1381.0,ANA,3.0,1.0,Insurance Goal
2788,2,MTL,PP,Shea Weber , Phillip Danault,Brendan Gallagher,11,00:30:51,00:10:51,ANA,2019-03-08,5,2,1851.0,ANA,3.0,2.0,Go-Ahead Goal
2789,2,ANA,,Troy Terry , Cam Fowler,Jacob Larsson,4,00:31:53,00:11:53,ANA,2019-03-08,6,4,1913.0,ANA,4.0,2.0,Insurance Goal
2790,2,ANA,,Corey Perry , Carter Rowney,Derek Grant,3,00:37:50,00:17:50,ANA,2019-03-08,7,5,2270.0,ANA,5.0,2.0,Insurance Goal
2791,3,ANA,,Rickard Rakell , Jakob Silfverberg,Devin Shore,11,00:54:06,00:14:06,ANA,2019-03-08,8,6,3246.0,ANA,6.0,2.0,Insurance Goal
2792,3,ANA,,Adam Henrique , Troy Terry,,16,00:55:45,00:15:45,ANA,2019-03-08,9,7,3345.0,ANA,7.0,2.0,Insurance Goal
2793,3,ANA,,Max Jones , Josh Manson,,1,00:59:49,00:19:49,ANA,2019-03-08,10,8,3589.0,ANA,8.0,2.0,Insurance Goal
2794,1,LAK,,Dustin Brown , Derek Forbort,Drew Doughty,17,00:06:22,00:06:22,ANA,2019-03-10,1,1,382.0,LAK,0.0,1.0,Go-Ahead Goal
2795,1,ANA,,Daniel Sprong , Ryan Getzlaf,,11,00:07:27,00:07:27,ANA,2019-03-10,2,1,447.0,LAK,1.0,1.0,Tie
